2021-09-24 00:00:17,2956.6
2021-09-24 00:00:27,2956.6
2021-09-24 00:00:38,2956.6
2021-09-24 00:00:48,2956.6
2021-09-24 00:00:58,2956.6
2021-09-24 00:01:09,2956.6
2021-09-24 00:01:19,2956.6
2021-09-24 00:01:29,2956.6
2021-09-24 00:01:40,2956.6
2021-09-24 00:01:50,2956.6
2021-09-24 00:02:00,2956.6
2021-09-24 00:02:11,2956.6
2021-09-24 00:02:21,2956.6
2021-09-24 00:02:31,2956.6
2021-09-24 00:02:42,2956.6
2021-09-24 00:02:52,2956.6
2021-09-24 00:03:02,2956.6
2021-09-24 00:03:13,2956.6
2021-09-24 00:03:23,2956.6
2021-09-24 00:03:33,2956.6
2021-09-24 00:03:44,2956.6
2021-09-24 00:03:54,2956.6
2021-09-24 00:04:04,2956.6
2021-09-24 00:04:15,2956.6
2021-09-24 00:04:25,2956.6
2021-09-24 00:04:35,2956.6
2021-09-24 00:04:46,2956.6
2021-09-24 00:04:56,2956.6
2021-09-24 00:05:06,2956.6
2021-09-24 00:05:17,2956.6
2021-09-24 00:05:27,2956.6
2021-09-24 00:05:37,2956.6
2021-09-24 00:05:48,2956.6
2021-09-24 00:05:58,2956.6
2021-09-24 00:06:08,2956.6
2021-09-24 00:06:19,2956.6
2021-09-24 00:06:29,2956.6
2021-09-24 00:06:39,2956.6
2021-09-24 00:06:50,2956.6
2021-09-24 00:07:00,2956.6
2021-09-24 00:07:10,2956.6
2021-09-24 00:07:21,2956.6
2021-09-24 00:07:31,2956.6
2021-09-24 00:07:41,2956.6
2021-09-24 00:07:52,2956.6
2021-09-24 00:08:02,2956.6
2021-09-24 00:08:12,2956.6
2021-09-24 00:08:23,2956.6
2021-09-24 00:08:33,2956.6
2021-09-24 00:08:43,2956.6
2021-09-24 00:08:54,2956.6
2021-09-24 00:09:04,2956.6
2021-09-24 00:09:14,2956.6
2021-09-24 00:09:25,2956.6
2021-09-24 00:09:35,2956.6
2021-09-24 00:09:45,2956.6
2021-09-24 00:09:56,2956.6
2021-09-24 00:10:06,2956.6
2021-09-24 00:10:16,2956.6
2021-09-24 00:10:27,2956.6
2021-09-24 00:10:37,2956.6
2021-09-24 00:10:47,2956.6
2021-09-24 00:10:58,2956.6
2021-09-24 00:11:08,2956.6
2021-09-24 00:11:18,2956.6
2021-09-24 00:11:29,2956.6
2021-09-24 00:11:39,2956.6
2021-09-24 00:11:49,2956.6
2021-09-24 00:12:00,2956.6
2021-09-24 00:12:10,2956.6
2021-09-24 00:12:20,2956.6
2021-09-24 00:12:31,2956.6
2021-09-24 00:12:41,2956.6
2021-09-24 00:12:51,2956.6
2021-09-24 00:13:02,2956.6
2021-09-24 00:13:12,2956.6
2021-09-24 00:13:22,2956.6
2021-09-24 00:13:33,2956.6
2021-09-24 00:13:43,2956.6
2021-09-24 00:13:53,2956.6
2021-09-24 00:14:04,2956.6
2021-09-24 00:14:14,2956.6
2021-09-24 00:14:24,2956.6
2021-09-24 00:14:35,2956.6
2021-09-24 00:14:45,2956.6
2021-09-24 00:14:55,2956.6
2021-09-24 00:15:06,2956.6
2021-09-24 00:15:16,2956.6
2021-09-24 00:15:26,2956.6
2021-09-24 00:15:37,2956.6
2021-09-24 00:15:47,2956.6
2021-09-24 00:15:57,2956.6
2021-09-24 00:16:08,2956.6
2021-09-24 00:16:18,2956.6
2021-09-24 00:16:28,2956.6
2021-09-24 00:16:39,2956.6
