1444608489 0 0
1444608648 0.045689653 10.04568965
1444608793 0.090689653 10.09068965
1444608923 0.131034481 10.13103448
1444608993 0.236034483 10.23603448
1444609001 0.448034483 10.44803448
1444609103 4.593034464 14.59303446
1444609268 9.628181511 19.62818151
1444609408 3.711211767 23.71121177
1444609419 3.968354617 23.96835462
1444609555 7.104718202 27.1047182
1444609561 7.28854173 27.28854173
1444609569 7.421875063 27.42187506
1444609677 7.421875063 27.42187506
1444609849 7.471875064 27.47187506
1444610006 7.5175146 27.5175146
1444610149 7.572514602 27.5725146
1444610278 7.622129988 27.62212999
1444610456 7.667129989 27.66712999
1444610619 7.708337855 27.70833785
1444610758 7.758337857 27.75833786
1444610766 8.011215554 28.01121555
1444610768 8.123715554 28.12371555
1444610903 13.59871555 33.59871555
1444611023 17.26538222 37.26538222
1444611126 20.26038221 40.26038221
1444611193 22.10358606 42.10358606
1444611326 25.74515315 45.74515315
1444611349 26.06594262 46.06594262
1444611490 26.06594262 46.06594262
1444611616 26.11094262 46.11094262
1444611792 26.17379976 46.17379976
1444611954 26.22379976 46.22379976
1444612101 26.31917013 46.31917013
1444612234 26.36440823 46.36440823
1444612417 26.40940823 46.40940823
1444612530 26.59219512 46.59219512
1444612538 26.75316857 46.75316857
1444612585 28.38941858 48.38941858
1444612739 33.20824834 53.20824834
1444612878 37.32483918 57.32483918
1444613003 40.86840034 60.86840034
1444613008 40.99820035 60.99820035
1444613094 43.22020036 63.22020036
1444613102 43.33089804 63.33089804
1444613177 43.33089804 63.33089804
1444613337 43.38589803 63.38589803
1444613482 43.43574178 63.43574178
1444613613 43.48574178 63.48574178
1444613794 43.55482576 63.55482576
1444613960 43.60982575 63.60982575
1444614112 43.6601872 63.6601872
1444614250 43.7051872 63.7051872
1444614294 43.86953502 63.86953502
1444614302 44.04680775 64.04680775
1444614373 46.52805777 66.52805777
1444614545 51.90897331 71.90897331
1444614703 56.49775233 76.49775233
1444614819 59.76661309 79.76661309
1444614847 60.51488896 80.51488896
1444614869 61.08988895 81.08988895
1444614976 62.59897983 82.59897983
1444615155 62.68262469 82.68262469
1444615320 62.72762469 82.72762469
1444615470 62.76853378 82.76853378
1444615605 62.82853378 82.82853378
1444615726 62.88231156 82.88231156
1444615897 62.92731156 82.92731156
1444616053 62.9683642 82.9683642
1444616077 63.1183642 83.1183642
1444616085 63.3183642 83.3183642
1444616195 67.13086422 87.13086422
1444616323 71.07222788 91.07222788
1444616500 76.2064857 96.2064857
1444616518 76.70572299 96.70572299
1444616649 80.28877854 100.2887785
1444616657 80.3987022 100.3987022
1444616662 80.3987022 100.3987022
1444616811 80.44870221 100.4487022
1444616944 80.49333308 100.4933331
1444617128 80.54333308 100.5433331
1444617297 80.58925699 100.589257
1444617451 80.63925699 100.639257
1444617591 80.68471153 100.6847115
1444617717 80.73471153 100.7347115
1444617841 80.83391789 100.8339179
1444617849 81.08714369 101.0871437
1444617892 83.13589368 103.1358937
1444618053 88.22054475 108.2205447
1444618199 92.48774977 112.4877498
1444618272 94.56274982 114.5627498
1444618331 96.21137999 116.21138
1444618402 98.12409187 118.1240919
1444618680 101.8938102 121.8938102
1444618833 101.9713282 121.9713282
1444618971 102.0164262 122.0164262
1444619095 102.0614262 122.0614262
1444619268 102.1242085 122.1242085
1444619427 102.1842085 122.1842085
1444619572 102.2389254 122.2389254
1444619592 102.3839254 122.3839254
1444619600 102.5919254 122.5919254
1444619702 106.1044255 126.1044255
1444619882 111.5779549 131.5779549
1444620047 116.3071216 136.3071216
1444620051 116.4128792 136.4128792
1444620147 118.9678792 138.9678792
1444620198 119.687723 139.687723
1444620334 119.687723 139.687723
1444620456 119.732723 139.732723
1444620628 119.7961656 139.7961656
1444620785 119.8411656 139.8411656
1444620928 119.8821528 139.8821528
1444621056 119.9371528 139.9371528
1444621234 120.0136372 140.0136372
1444621334 120.1636372 140.1636372
1444621342 120.3256372 140.3256372
1444621398 122.2756372 142.2756372
1444621547 126.9202801 146.9202801
1444621681 130.8937701 150.8937701
