1475967801 0.000000
1475967809 315.000000
1475967934 48.902401
1475968103 49.036686
1475968258 51.096775
1475968399 48.510639
1475968525 48.571430
1475968700 49.330284
1475968862 46.711113
1475969008 49.339725
1475969141 45.987968
1475969323 47.472527
1475969782 46.282352
1475969907 46.051201
1475970081 47.586208
1475970240 45.260376
1475970360 45.029999
1475970385 0.000000
1475970696 0.000000
1475970862 0.000000
1475971013 2.407947
1475971150 0.000000
1475971272 0.000000
1475971444 0.000000
1475971602 0.000000
1475971745 0.000000
1475971874 0.000000
1475972053 0.000000
1475972217 2.173171
1475972366 0.000000
1475972501 0.000000
1475972622 0.000000
1475972792 0.000000
1475972948 0.000000
1475973089 0.000000
1475973216 0.000000
1475973393 2.033898
1475973555 0.000000
1475973703 0.000000
1475973879 4.090909
1475973888 200.000000
1475974187 49.364548
1475974341 51.428570
1475974481 48.857143
1475974941 47.739132
1475975087 46.849316
1475975219 46.363636
1475975400 47.734806
1475975566 47.667469
1475975719 44.752941
1475975856 47.299271
1475975980 46.451614
1475976153 45.780346
1475976292 46.618706
1475976764 0.000000
1475976929 0.000000
1475977079 0.000000
1475977215 0.000000
1475977337 0.000000
1475977508 2.105263
1475977665 0.000000
