54.592703,-5.933430,0,54.474645369,-5.979404542
54.604646,-5.931866,0,54.655390144,-5.854926016
54.594109,-5.924292,0,54.537712037000006,-5.749739320000001
54.593365,-5.935574,0,54.525030283999996,-5.740274861
54.594342,-5.928256,0,54.500010130999996,-5.88311218
54.587893,-5.934377,0,54.602031319,-6.080549521
54.595384,-5.915776,0,54.720976224000005,-6.085844636
54.546408,-5.905207,0,54.406733349,-5.785511489
54.346560,-6.652996,0,54.380688449999994,-6.489814655
54.340480,-6.651155,0,54.169444186,-6.587631873
54.486910,-6.744510,0,54.439179615,-6.679823374
54.191700,-6.351430,0,54.003819512999996,-6.301885573
54.173287,-6.335203,0,54.187086077000004,-6.232420499
54.170538,-6.341426,0,54.163818002,-6.4487272860000004
54.178594,-6.335694,0,54.218586087,-6.445468398
54.176301,-6.340184,0,54.364902856,-6.311761194
54.175246,-6.338146,0,53.993810159,-6.1574386180000005
54.176880,-6.343961,0,54.274212770999995,-6.349817711
54.189444,-6.362419,0,54.276575634000004,-6.276362059
54.847389,-6.727441,0,54.733641588,-6.771235995
54.998900,-7.320950,0,54.917241398,-7.502932307
54.994660,-7.323385,0,54.959958244000006,-7.427277789
54.992927,-7.313118,0,55.058935441,-7.29094061
55.001546,-7.322345,0,54.842766616,-7.171905164
54.993250,-7.319705,0,55.192097385000004,-7.510765049
54.995480,-7.321850,0,55.089527893,-7.323942709000001
55.024553,-7.338951,0,55.062314142,-7.482645234
54.345539,-7.638513,0,54.246780706,-7.517714894
54.345051,-7.640047,0,54.255566762,-7.642844716
54.343861,-7.633197,0,54.213346955,-7.830425215
54.343512,-7.637848,0,54.41771573,-7.653184952
54.347410,-7.640307,0,54.429743555,-7.465914303
54.252162,-7.442970,0,54.431621799,-7.45792681
54.472437,-7.630603,0,54.563080843,-7.571973387
54.480109,-8.091973,0,54.552392337,-8.112045811
54.850414,-5.818398,0,54.651760393,-5.78449636
54.852236,-5.816134,0,54.821810492,-5.659012789
54.850920,-5.824385,0,54.974741458000004,-5.988565607
54.993933,-5.989260,0,54.959812430999996,-6.067210286
54.647349,-6.747952,0,54.635265841,-6.662540108
55.875053,-3.173333,0,55.735984234,-3.347083903
51.411173,-0.055369,0,51.329398481999995,-0.08706493900000001
