0 , 0.12 , 0.01 , 0.2784090909090909 , 0.0
1 , 0.34 , 0.39 , 0.19318181818181818 , 0.6854838709677419
2 , 0.295 , 0.45 , 0.25 , 0.23387096774193547
3 , 0.18 , 0.14 , 0.08522727272727272 , 0.06451612903225806
4 , 0.045 , 0.01 , 0.06818181818181818 , 0.016129032258064516
5 , 0.02 , 0.0 , 0.056818181818181816 , 0.0
6 , 0.0 , 0.0 , 0.022727272727272728 , 0.0
7 , 0.0 , 0.0 , 0.017045454545454544 , 0.0
8 , 0.0 , 0.0 , 0.028409090909090908 , 0.0
9 , 0.0 , 0.0 , 0.0 , 0.0
10 , 0.0 , 0.0 , 0.0 , 0.0
11 , 0.0 , 0.0 , 0.0 , 0.0
12 , 0.0 , 0.0 , 0.0 , 0.0
13 , 0.0 , 0.0 , 0.0 , 0.0
14 , 0.0 , 0.0 , 0.0 , 0.0
15 , 0.0 , 0.0 , 0.0 , 0.0
16 , 0.0 , 0.0 , 0.0 , 0.0
17 , 0.0 , 0.0 , 0.0 , 0.0
18 , 0.0 , 0.0 , 0.0 , 0.0
19 , 0.0 , 0.0 , 0.0 , 0.0
20 , 0.0 , 0.0 , 0.0 , 0.0
21 , 0.0 , 0.0 , 0.0 , 0.0
22 , 0.0 , 0.0 , 0.0 , 0.0
23 , 0.0 , 0.0 , 0.0 , 0.0
24 , 0.0 , 0.0 , 0.0 , 0.0
25 , 0.0 , 0.0 , 0.0 , 0.0
26 , 0.0 , 0.0 , 0.0 , 0.0
27 , 0.0 , 0.0 , 0.0 , 0.0
28 , 0.0 , 0.0 , 0.0 , 0.0
29 , 0.0 , 0.0 , 0.0 , 0.0
