1 , 89972.48387713222 , 1.3075
2 , 89972.48387713222 , 1.2975
3 , 88551.29500667525 , 1.2475
4 , 88265.58518474402 , 1.2175
5 , 84469.63270981338 , 1.2175
6 , 84469.63270981338 , 1.2075
7 , 83943.54698326314 , 1.1875
8 , 81834.5588984264 , 1.1875
9 , 81834.5588984264 , 1.1875
10 , 81432.44120119205 , 1.1575
11 , 80925.44918566446 , 1.1475
12 , 80588.99772824878 , 1.1475
13 , 78321.71123393849 , 1.1475
14 , 78321.71123393849 , 1.1375
15 , 78321.71123393849 , 1.0975
16 , 76594.03259320481 , 1.0975
17 , 75508.88908763752 , 1.0975
18 , 75508.88908763752 , 1.0975
19 , 75508.88908763752 , 1.0975
20 , 73109.01062705957 , 1.0675
21 , 73109.01062705957 , 1.0675
22 , 73109.01062705957 , 1.0675
23 , 73109.01062705957 , 1.0675
24 , 72549.72369443375 , 1.0675
25 , 72549.72369443375 , 1.0675
26 , 72549.72369443375 , 1.0675
27 , 71027.76231154565 , 1.0475
28 , 70847.22491515419 , 1.0375
29 , 70847.22491515419 , 1.0275
30 , 67980.64899289251 , 0.9575
31 , 67980.64899289251 , 0.9575
32 , 67980.64899289251 , 0.9575
33 , 67980.64899289251 , 0.9575
34 , 67980.64899289251 , 0.9375
35 , 66794.67792964465 , 0.9375
36 , 66323.20623756418 , 0.9375
37 , 66323.20623756418 , 0.9375
38 , 66323.20623756418 , 0.9375
39 , 66323.20623756418 , 0.9375
40 , 66323.20623756418 , 0.9375
41 , 66323.20623756418 , 0.9375
42 , 66323.20623756418 , 0.9375
43 , 66323.20623756418 , 0.9375
44 , 66323.20623756418 , 0.9275
45 , 66323.20623756418 , 0.9075
46 , 66323.20623756418 , 0.9075
47 , 66323.20623756418 , 0.9075
48 , 66323.20623756418 , 0.9075
49 , 65247.00446561511 , 0.9075
50 , 64386.142280234526 , 0.9075
51 , 64386.142280234526 , 0.9075
52 , 64386.142280234526 , 0.9075
53 , 64386.142280234526 , 0.8875
54 , 64386.142280234526 , 0.8475
55 , 64386.142280234526 , 0.8475
56 , 64386.142280234526 , 0.8475
57 , 64386.142280234526 , 0.8475
58 , 64252.63498591886 , 0.8475
