39425.33806911526 , 1.3675
39547.03420203274 , 1.5775
39550.569108719224 , 1.2275
39620.579664168676 , 1.5375
39657.20017387701 , 1.3675
39934.41695398185 , 1.3675
40072.40343074542 , 1.2975
40129.69104025953 , 1.1975
40244.12001696578 , 1.2475
40256.09924153679 , 1.3475
40462.20235915338 , 1.2575
40471.496427243444 , 1.1375
40488.20983387499 , 1.1275
40515.78243084849 , 1.1475
40546.7498772912 , 1.1975
40631.01254316041 , 1.1475
40796.99286307169 , 1.1175
40842.39698413981 , 1.0675
41028.40944509236 , 1.1175
41217.39667066419 , 1.0875
41277.41730383528 , 1.0675
41278.55698580648 , 1.0875
41476.15673480068 , 1.0475
41511.513832911056 , 1.0475
41527.029373654885 , 1.0575
41596.33655528562 , 1.0275
41795.59679653647 , 0.9275
41844.66610659156 , 1.0375
42090.75299321571 , 1.0275
42101.33069417457 , 1.0275
42135.66930727233 , 0.9875
42159.654614625586 , 0.9875
42508.30720176803 , 0.9375
42554.272078088004 , 0.9375
43063.39160066794 , 0.8875
43110.03153217628 , 0.9075
43133.248638386314 , 0.8575
43142.96088592 , 0.9275
43446.594039409174 , 0.8975
43546.01314512278 , 0.8975
43862.16514315074 , 0.8775
44100.91039637654 , 0.8575
44220.42823573461 , 0.8375
44499.8749592337 , 0.8275
44581.95947301619 , 0.8075
44726.80180738528 , 0.8475
44815.858944174994 , 0.8375
44852.25209926876 , 0.8675
44919.01116499603 , 0.8575
44973.89210330769 , 0.8275
45208.443609728 , 0.8275
45900.44504313021 , 0.8075
46002.00900065571 , 0.8075
46067.43704363828 , 0.7975
46227.85870163696 , 0.7675
46253.77159332019 , 0.7875
46295.4423010194 , 0.7675
46388.93371982787 , 0.7175
46407.41119029573 , 0.7675
46895.24681103168 , 0.7575
46914.174798836415 , 0.7475
47069.97754638009 , 0.7375
47147.86192308026 , 0.7375
47275.58173526777 , 0.7075
47448.90999587202 , 0.6875
47609.945969854394 , 0.7075
47989.71319266217 , 0.6775
48005.91501941457 , 0.7075
48094.666321460885 , 0.6975
48531.267471299856 , 0.6975
50188.13798398088 , 0.6875
52084.54398490158 , 0.6575
52184.55662562553 , 0.6775
52250.26574225024 , 0.6875
52384.47673201426 , 0.6775
53016.05365061245 , 0.6675
53262.86822451143 , 0.6575
55473.466647144654 , 0.6575
56894.21518499533 , 0.6475
57146.620607713434 , 0.6375
57169.454112878906 , 0.6375
57651.481217718865 , 0.6275
57979.7947334717 , 0.6275
58139.53701833637 , 0.6475
59707.51428385784 , 0.6275
60449.20091124126 , 0.6175
60783.88643951038 , 0.5975
61067.95901345113 , 0.6175
61197.63766189263 , 0.5775
62293.728471784365 , 0.6075
62913.97075120334 , 0.6075
64176.50767059619 , 0.5875
65199.68628057135 , 0.5575
65699.40581607097 , 0.5675
66414.96371951493 , 0.5775
66492.55996389635 , 0.5575
66632.08126536496 , 0.5675
67418.56920501553 , 0.5475
67456.99772685884 , 0.5375
74610.01278209448 , 0.5575
