50,0.001
0.03481366156746406
0.03452085733050367
0.044616308930554516
0.04180255793927443
0.047900889424769735
0.061555979429254865
0.06090517485712229
0.07703378876819439
0.0675250377185824
0.08738782299976619
0.06910510886599967
0.06524964357227422
0.07752529804720991
0.044739390671257484
0.04290050742737625
0.056294522431536785
0.0605907184603121
0.04758346094426559
0.05501805196822821
0.07645412477040706
0.06161612863834814
0.058045030095405944
0.0902573639956977
0.058438666188323524
0.04986395795823823
0.0640301949200951
0.056456729649509464
0.10300299243839674
0.10705609400825426
0.1157942091304365
0.14923996730004563
0.09359573520184658
0.11420350775889491
0.1027851006707781
0.04597736952673278
0.05684666863326542
0.07051620504560634
0.05477588710160777
0.06529164165799689
0.019571754502068762
0.04666874526614453
0.059635668900722034
0.060708503111390935
0.06501643898807337
0.05319007340467315
0.11651659847116173
0.11046493241840075
0.08455225859538745
0.09970804650837897
0.09858358362722897
0.1632860716766924
0.13139752981365993
0.09896790033733513
0.19532582678362936
0.20456763834336122
0.23592211498645552
0.24927204672165984
0.1975096999107869
0.24443742337006877
0.23891100861378958
0.22360233350796468
0.2483686417266819
0.2622207995225385
0.29771703148937717
0.2750376445718824
0.2172090911185027
0.29441068506476226
0.2578977346997741
0.22014839858826526
0.21479426411319705
0.2411005068448699
0.26263870858637683
0.2175103532196386
0.22828968925485732
0.20632641767797655
0.2528188121220745
0.2430310334640374
0.2862360516374862
0.27535252022729256
0.28109489387775277
0.297580379293511
0.27529393109259165
0.2888174015985377
0.266288261592046
0.24232534669044636
0.25348961590165026
0.2926382539312691
0.2592611821321501
0.2479498834771541
0.3100478091615083
0.32217277171725117
0.3326819274225173
0.30861659968860194
0.35057858253468177
0.34407362791262897
0.3207252318432883
0.32908209973947006
0.375252981792629
0.3123074489010195
3.003900839210927e-15
5.088302205682188e-15
2.9213129491191465e-15
5.117151668941552e-15
3.842995145480118e-15
7.771870881594086e-15
3.801101343002766e-15
3.766193556822665e-15
1.2296698476315972e-14
4.009988975587056e-15
7.3374321643834e-15
