170,1e-08,3,2,96
1,71E+03
5,49E+04
1,25E+05
8,95E+03
0.24946839806817103
0.3174739045416839
0.26350322569458157
0.3132946055016219
0.29102081958314846
0.308133958320298
0.3049490156540763
0.3023973646342904
0.29889752932102903
0.3106014956983665
0.3151648482667342
0.2977674353368147
0.2779563839087014
0.30783299800388686
0.29968175256028745
0.28182508803578366
0.2823230590910567
0.3010224874563059
0.2761175144078183
0.2839034832744565
0.301115190629626
0.3039067834449252
0.303237989996565
0.287379749165414
0.219097448404421
0.32846416806705375
0.3252339664982265
0.25206783042038416
0.3255680464634745
0.32081900670999025
0.3217986929717612
0.25316298059153575
0.2945487149097617
0.3384054660398803
0.2892650322891015
0.2956081062502112
0.33096473202688675
0.30859869753464436
0.31407865039131483
0.38771099633336653
0.3088597720391243
0.3290272649841642
0.3234982106221121
0.3265579941293645
0.39851317628503674
0.3328573634991881
0.30939424860839493
0.28930433247732684
0.2818111024472925
0.3226356657579212
0.40177108423089974
0.32200761732114963
0.3426119617420436
0.29307773502147716
0.3193843376577463
0.34437354621863875
0.30694624911575447
0.2940218033352063
0.3121837399311057
0.32433297350931006
0.3089479270367916
0.34337854121974853
0.32455569696863673
0.29982417926391
0.31117970885406193
0.2734729550969933
0.27770651174173294
0.31187572326336965
0.306517155859213
0.3186974304535037
0.2537813179845199
0.35752827807009313
0.37012813994511157
0.21800528566123004
0.296456130959223
0.30797401798246327
0.30019178241847266
0.303655400778113
0.30440851039405226
0.29266635093985427
0.30251447773037865
0.2899810120720001
0.3035432051327502
0.3098301002068675
0.3201276513062384
0.3051453004201199
0.27986180980667275
0.32297301536299106
0.26977970838455745
0.2486169666026706
0.31946025084210417
0.2931135696947654
6,13E+01
7,16E+00
8,41E+00
8,74E+00
4,81E+00
1,10E+02
8,68E+00
1,28E+02
1,19E+02
3,83E+00
6,14E+00
1,34E+02
1,05E+02
1,10E+02
9,85E+00
5,35E+00
3,77E+00
1,02E+02
7,91E+00
1,83E+02
5,37E+00
4,37E+00
5,55E+01
5,82E+00
1,08E+02
5,98E+00
6,51E+00
5,16E+00
6,36E+01
1,55E+01
6,44E+00
1,49E+02
6,20E+01
3,05E+01
1,10E+02
2,62E+00
6,17E+00
7,25E+00
2,44E+01
4,69E-01
2,05E+01
9,81E+00
5,51E+00
5,64E+00
7,56E+00
2,35E+01
6,99E-01
1,26E+01
1,11E+01
1,61E+02
6,82E+01
1,45E+01
1,98E+01
1,25E+01
1,14E+02
1,04E+02
5,91E+01
5,78E-01
3,02E+00
7,54E+00
1,07E+02
1,50E+01
3,98E+01
4,75E+00
5,15E+00
2,38E+01
5,73E+00
4,13E+00
6,40E+01
8,14E+00
3,35E+00
1,74E+01
4,52E+01
1,87E+01
1,11E+02
1,93E+00
3,63E+00
6,37E-01
1,62E-01
7,48E+00
5,58E-02
1,68E-01
1,85E+00
3,38E+00
2,17E+00
1,38E+02
5,11E+00
1,02E+02
1,08E+01
2,47E+01
1,44E+01
3,01E+00
1,79E+00
2,58E+01
2,68E+01
2,58E+01
6,87E+00
3,23E+00
3,54E+01
9,88E-01
9,62E-01
7,94E-01
8,72E-02
1,81E+01
1,96E-01
3,14E+01
2,43E+01
1,35E+01
1,22E+00
6,01E-01
1,24E+00
1,90E-01
2,89E-01
1,44E+01
3,18E+00
2,98E+00
1,24E+00
8,46E-01
9,34E-01
6,59E+01
1,34E+01
2,13E+01
9,23E-02
1,40E+00
4,66E-01
1,27E+00
4,57E-01
7,84E-01
4,08E+00
1,12E+01
3,52E-01
5,18E+00
1,79E+00
8,26E-01
2,38E+01
2,04E+01
4,83E-01
4,90E-01
1,81E+01
1,82E+01
4,88E-01
2,20E+00
7,21E-01
1,60E+01
9,05E-01
2,77E-01
0.0
4,45E+00
1,35E+01
2,35E+00
5,41E-01
7,52E-01
4,21E+00
7,81E-01
7,10E-01
8,41E-01
2,11E-01
1,14E+01
1,13E+00
3,89E-01
7,51E-01
8,14E-01
2,95E-01
1,35E+01
1,02E+00
1,86E-01
8,64E-01
1,86E+00
7,04E-01
2,73E+01
1,87E+01
5,08E-01
7,04E-01
2,72E+00
7,04E-01
3,89E-01
5,56E-01
7,70E-01
3,01E+01
3,64E-01
1,20E+00
1,34E+01
9,02E-01
7,06E-01
1,03E+01
2,97E+00
6,00E-01
7,06E-01
1,69E+01
6,24E+03
1,26E+05
6,71E+04
-0.3430265350262087
-0.24302746265148054
-0.37837308359975025
-0.2978448261929828
-0.36274427487003597
-0.3218073768895602
-0.3623265209408831
-0.32118967475069765
-0.3549633032466776
-0.33461782282656777
-0.36728811836643677
-0.31667726041064365
-0.3307756070754143
-0.34116075205118973
-0.3319960409647383
-0.3199631012619814
-0.3196941829134418
-0.3411273713283103
-0.30007674142356316
-0.33876443655188504
-0.32164788333445044
-0.355182656470429
-0.3269507543450358
-0.33371542397430515
-0.22331279260621406
-0.4388193655436789
-0.2656867678521429
-0.366335886577342
-0.32198775960427134
-0.38030726515837365
-0.34088187921375707
-0.28198544514147433
-0.3437368056745058
-0.33506049537978094
-0.30392055138643187
-0.3130128418840109
-0.3297802746229869
-0.29348829954186545
-0.32392989122330434
-0.378441848199568
-0.2531131124270336
-0.37100784844804746
-0.26061229699907756
-0.3740320102876836
-0.3103926602143545
-0.38868094564691924
-0.296453447936397
-0.3059395644837219
-0.25611192859466464
-0.36689889221097644
-0.33458825385880797
-0.29778424210487775
-0.3286543620265415
-0.30730057484226936
-0.306237658855437
-0.32402395970955816
-0.33642882465916635
-0.31698358291097556
-0.34340257636702604
-0.3311023624066414
-0.31144514228970593
-0.33963669311049094
-0.3316331540356276
-0.32364230624429197
-0.33026043540038186
-0.28192892043621265
-0.29032761345394215
-0.34401872102701025
-0.3080815443123559
-0.38659323024993864
-0.22803421111010705
-0.4935943218475105
-0.2930125161528755
-0.32712315638593903
-0.3130996301892837
-0.34825064472554235
-0.33081483456974947
-0.3514785744382414
-0.3317666335995661
-0.33667192257207357
-0.33865275625038
-0.32193917113287623
-0.3525829117113288
-0.33533858527546956
-0.37423600804021157
-0.3227088214980061
-0.33319551531712094
-0.3627214870291353
-0.27901629306650927
-0.31350901975151885
-0.3491025732623036
-0.3140056781644742
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
