1632607200.0,2021-09-26 00:00:00,0.0
1632608109.4736843,2021-09-26 00:15:09.473684,0.0
1632609018.9473684,2021-09-26 00:30:18.947368,0.0
1632609928.4210527,2021-09-26 00:45:28.421053,0.0
1632610837.8947368,2021-09-26 01:00:37.894737,0.0
1632611747.368421,2021-09-26 01:15:47.368421,0.0
1632612656.8421052,2021-09-26 01:30:56.842105,0.0
1632613566.3157895,2021-09-26 01:46:06.315789,0.0
1632614475.7894738,2021-09-26 02:01:15.789474,0.0
1632615385.2631578,2021-09-26 02:16:25.263158,0.0
1632616294.7368422,2021-09-26 02:31:34.736842,0.0
1632617204.2105262,2021-09-26 02:46:44.210526,0.0
1632618113.6842105,2021-09-26 03:01:53.684211,0.0
1632619023.1578948,2021-09-26 03:17:03.157895,0.0
1632619932.631579,2021-09-26 03:32:12.631579,0.0
1632620842.1052632,2021-09-26 03:47:22.105263,0.0
1632621751.5789473,2021-09-26 04:02:31.578947,0.0
1632622661.0526316,2021-09-26 04:17:41.052632,0.0
1632623570.5263157,2021-09-26 04:32:50.526316,0.0
1632624480.0,2021-09-26 04:48:00,0.0
1632625389.4736843,2021-09-26 05:03:09.473684,-0.009999999999763531
1632626298.9473684,2021-09-26 05:18:18.947368,-0.009999999999763531
1632627208.4210527,2021-09-26 05:33:28.421053,-0.009999999999763531
1632628117.8947368,2021-09-26 05:48:37.894737,-0.009999999999763531
1632629027.368421,2021-09-26 06:03:47.368421,-0.009999999999763531
1632629936.8421052,2021-09-26 06:18:56.842105,-0.009999999999763531
1632630846.3157895,2021-09-26 06:34:06.315789,-0.009999999999763531
1632631755.7894738,2021-09-26 06:49:15.789474,-0.009999999999763531
1632632665.2631578,2021-09-26 07:04:25.263158,-0.009999999999763531
1632633574.7368422,2021-09-26 07:19:34.736842,-0.009999999999763531
1632634484.2105262,2021-09-26 07:34:44.210526,-0.009999999999763531
1632635393.6842105,2021-09-26 07:49:53.684211,0.0
1632636303.1578948,2021-09-26 08:05:03.157895,0.010000000000218279
1632637212.631579,2021-09-26 08:20:12.631579,0.03000000000020009
1632638122.1052632,2021-09-26 08:35:22.105263,0.09000000000014552
1632639031.5789473,2021-09-26 08:50:31.578947,0.19000000000005457
1632639941.0526316,2021-09-26 09:05:41.052632,0.3200000000001637
1632640850.5263157,2021-09-26 09:20:50.526316,0.49000000000023647
1632641760.0,2021-09-26 09:36:00,0.7000000000002728
1632642669.4736843,2021-09-26 09:51:09.473684,0.9454736843110871
1632643578.9473684,2021-09-26 10:06:18.947368,1.2200000000002547
1632644488.4210527,2021-09-26 10:21:28.421053,1.5354210526943926
1632645397.8947368,2021-09-26 10:36:37.894737,1.8753588516062034
1632646307.368421,2021-09-26 10:51:47.368421,2.2400000000002365
1632647216.8421052,2021-09-26 11:06:56.842105,2.5300000000002
1632648126.3157895,2021-09-26 11:22:06.315789,2.8299999999999272
1632649035.7894738,2021-09-26 11:37:15.789474,3.2800000000002
1632649945.2631578,2021-09-26 11:52:25.263158,3.545263157844622
1632650854.7368422,2021-09-26 12:07:34.736842,3.6952153110505837
1632651764.2105262,2021-09-26 12:22:44.210526,3.915210526228137
1632652673.6842105,2021-09-26 12:37:53.684211,4.170000000000073
1632653583.1578948,2021-09-26 12:53:03.157895,4.380000000000109
1632654492.631579,2021-09-26 13:08:12.631579,4.75
1632655402.1052632,2021-09-26 13:23:22.105263,5.175105263233369
1632656311.5789473,2021-09-26 13:38:31.578947,5.62457894730567
1632657221.0526316,2021-09-26 13:53:41.052632,5.809999999999945
1632658130.5263157,2021-09-26 14:08:50.526316,6.099999999999909
1632659040.0,2021-09-26 14:24:00,6.450000000000273
1632659949.4736843,2021-09-26 14:39:09.473684,6.619999999999891
1632660858.9473684,2021-09-26 14:54:18.947368,6.710000000000036
1632661768.4210527,2021-09-26 15:09:28.421053,6.800000000000182
1632662677.8947368,2021-09-26 15:24:37.894737,6.920000000000073
1632663587.368421,2021-09-26 15:39:47.368421,7.110000000000127
1632664496.8421052,2021-09-26 15:54:56.842105,7.400000000000091
1632665406.3157895,2021-09-26 16:10:06.315789,7.599999999999909
1632666315.7894738,2021-09-26 16:25:15.789474,7.7400000000002365
1632667225.2631578,2021-09-26 16:40:25.263158,7.869999999999891
1632668134.7368422,2021-09-26 16:55:34.736842,7.970000000000255
1632669044.2105262,2021-09-26 17:10:44.210526,8.150000000000091
1632669953.6842105,2021-09-26 17:25:53.684211,8.260000000000218
1632670863.1578948,2021-09-26 17:41:03.157895,8.360000000000127
1632671772.631579,2021-09-26 17:56:12.631579,8.400000000000091
1632672682.1052632,2021-09-26 18:11:22.105263,8.430000000000291
1632673591.5789473,2021-09-26 18:26:31.578947,8.460000000000036
1632674501.0526316,2021-09-26 18:41:41.052632,8.480000000000018
1632675410.5263157,2021-09-26 18:56:50.526316,8.480000000000018
1632676320.0,2021-09-26 19:12:00,8.480000000000018
1632677229.4736843,2021-09-26 19:27:09.473684,8.480000000000018
1632678138.9473684,2021-09-26 19:42:18.947368,8.480000000000018
1632679048.4210527,2021-09-26 19:57:28.421053,8.480000000000018
1632679957.8947368,2021-09-26 20:12:37.894737,8.480000000000018
1632680867.368421,2021-09-26 20:27:47.368421,8.480000000000018
1632681776.8421052,2021-09-26 20:42:56.842105,8.480000000000018
1632682686.3157895,2021-09-26 20:58:06.315789,8.480000000000018
1632683595.7894738,2021-09-26 21:13:15.789474,8.480000000000018
1632684505.2631578,2021-09-26 21:28:25.263158,8.480000000000018
1632685414.7368422,2021-09-26 21:43:34.736842,8.480000000000018
1632686324.2105262,2021-09-26 21:58:44.210526,8.480000000000018
1632687233.6842105,2021-09-26 22:13:53.684211,8.480000000000018
1632688143.1578948,2021-09-26 22:29:03.157895,8.480000000000018
1632689052.631579,2021-09-26 22:44:12.631579,8.480000000000018
1632689962.1052632,2021-09-26 22:59:22.105263,8.480000000000018
1632690871.5789473,2021-09-26 23:14:31.578947,8.480000000000018
1632691781.0526316,2021-09-26 23:29:41.052632,8.480000000000018
1632692690.5263157,2021-09-26 23:44:50.526316,8.480000000000018
