[99]:[292],10.5,0.12,1.26,9.24
[99]:[293],31.5,0.5,15.75,15.75
[99]:[299],75.0,0.5,37.5,37.5
[99]:[302],52.0,0.5,26.0,26.0
[99]:[303],52.0,0.5,26.0,26.0
