[99]:[18]:[3],27.0,0.0,0.0,27.0,12.0
[99]:[18]:[4],27.0,0.0,0.0,27.0,12.0
[99]:[18]:[6],27.0,0.0,0.0,27.0,12.0
[99]:[18]:[7],27.0,0.0,0.0,27.0,12.0
[99]:[19]:[2],100.0,0.0,0.0,100.0,10.0
[99]:[19]:[5],100.0,0.0,0.0,100.0,10.0
