100,0.1
7.276593487415173e-09
6.994760464158204e-09
2.1860465404470581e-10
3.9385249199750347e-10
5.701171264974446e-10
5.752853047242652e-10
5.51137104257698e-10
5.218784734855709e-10
5.165514303180896e-10
5.132692280674606e-10
5.141960171461164e-10
5.14067711421827e-10
5.258978950228244e-10
5.380234688431656e-10
5.378598620624478e-10
5.368929196467024e-10
5.365044987166383e-10
5.371155921075539e-10
5.377801717439763e-10
5.368752730457346e-10
5.387783094850136e-10
5.373311015991642e-10
5.341435287136773e-10
5.267283276651429e-10
5.179641163411684e-10
5.166774494495016e-10
5.145385937689323e-10
5.132248303961728e-10
5.184038620906001e-10
5.399906530923019e-10
5.680058089626524e-10
5.740287303679978e-10
7.665002050799581e-10
3.932614842109753e-10
1.3835547650445455e-10
1.6904557459964304e-10
3.9261572274322487e-10
3.789211775545507e-10
3.8784623255367883e-10
3.9742867332437923e-10
8.332926765543507e-10
4.139842220185731e-10
8.812212312076985e-10
5.28437943233575e-10
3.9715321266159527e-10
3.854588062375723e-10
3.526004059322674e-10
2.938006170696869e-10
1.2915295932687758e-10
1.8754152248641796e-11
1.9956374100755076e-11
2.2454330852406557e-11
2.975661896951931e-11
3.5238195293932205e-11
5.06985736770543e-11
6.073387189976253e-11
5.594577048759849e-11
5.0262523793773326e-11
5.4112731336310215e-11
6.820303427730687e-11
8.96188408984767e-11
1.1673399563109898e-10
1.0805273774501932e-10
9.874741364306459e-11
9.604255814503655e-11
9.406176427751221e-11
9.6913051398887e-11
9.61715719966946e-11
1.0028803629074499e-10
1.1086018237540882e-10
1.1341479225317456e-10
1.1351161130949178e-10
1.0351219804611462e-10
1.041429166588857e-10
9.87770034281931e-11
8.741743897599901e-11
7.630518724645079e-11
6.020064627777988e-11
6.81739149130705e-11
2.7521455079518064e-10
4.139598835485314e-10
3.680948229160496e-11
1.9737896138417943e-11
5.41074199560757e-12
4.275180372951749e-12
5.754175358469172e-12
1.4720970698245708e-11
1.193286281979827e-09
3.824104710594084e-11
5.395348755731325e-11
5.5797847508273433e-11
4.8243025241546046e-11
2.5435869230629288e-11
3.834954374081396e-11
6.971438230109632e-11
4.84426339024745e-11
3.234884324777856e-11
2.6857275917438928e-11
1.2136917773858769e-11
4.4977369140055866e-15
6.724168027752633e-14
3.4927890688592586e-14
3.0001792605470344e-14
2.5344720746823755e-14
8.852776464518452e-14
3.9478742065852024e-14
1.0957286709352831e-13
4.3533357321045607e-14
1.461939102808112e-14
2.0193269685208437e-14
2.0400214206883155e-14
1.9394915163967407e-14
1.3981726632303787e-14
1.7552196714529904e-13
1.5552498480291325e-14
1.0048302734804408e-13
9.194859646075789e-14
1.583599733182824e-13
8.730703360505512e-14
5.844126712852775e-14
8.618285362518459e-14
5.196077844223791e-14
4.8313191176452714e-14
2.4178088017048235e-14
7.127837308766764e-14
2.6787233399874673e-14
5.4562040419883594e-14
3.218149643288087e-14
1.1211729303598831e-13
1.9531702906895898e-13
9.016785836267526e-14
4.388006157775555e-14
4.3240875249072286e-14
1.894942812945936e-14
3.213249652735126e-14
3.988247273890458e-14
7.58894281412796e-14
3.9824944734935334e-14
5.4635401301683656e-14
1.602663511824679e-14
7.698355980366073e-14
6.921415480911951e-14
6.08148887746535e-14
7.002200456125526e-15
3.658847654547393e-14
7.571448107844673e-15
1.0524910990166326e-13
8.211220576073773e-14
4.216585308461773e-14
5.9997636569048415e-15
4.343468310234644e-14
4.595947967955826e-14
1.405590307937007e-14
4.1576258890533145e-15
8.653978981045415e-14
1.3030662638006588e-14
1.408539552503925e-14
3.4755250900242333e-14
1.4378830549593697e-14
8.812906785962382e-15
2.233179055670503e-14
1.0613063923520081e-13
5.113075505479622e-15
3.557352630087529e-14
9.018020728644536e-14
8.285170610240176e-14
4.5556165609906446e-14
4.672263112820053e-14
2.3685411926918194e-14
6.6054294063750696e-15
7.04624472853006e-15
2.85365863570393e-14
2.0270345073921848e-14
7.439293842107013e-15
1.951738270979088e-14
6.303722174206596e-15
6.08095034774839e-14
4.609808153620756e-14
3.001750526548738e-14
6.574150204046169e-15
2.8063841207412008e-15
3.679124335152542e-15
7.341241489862674e-15
6.720497717567921e-14
5.5254752323741164e-15
1.016086903739567e-14
1.486327895941881e-14
4.361594542785436e-15
4.2057105708888216e-15
1.5363474082703184e-15
3.704543242648039e-15
6.36003450077028e-15
1.2831707043975693e-14
5.108521869226917e-15
3.282291143326041e-15
1.8147750651491468e-15
6.348666041496512e-15
4.232876758853428e-15
7.397675308442912e-16
2.563156626731959e-15
5.174723624079507e-15
1.3656025533233188e-15
2.0069647717009337e-15
4.616919175723429e-15
3.2691554999977365e-16
1.6596174596254078e-15
1.4631528627402677e-15
4.57390487742036e-15
3.5408992551157714e-15
7.860081644624576e-16
9.70572228347411e-16
3.0778199522605318e-15
7.769387065626402e-15
8.513119085076851e-16
3.5212725543553966e-15
2.2229224232354296e-15
